Epoch,Loss
1,0.00712780612209987
2,0.0017051393765309653
3,0.0007993988174616178
4,0.0006474308603837997
5,0.0005838082359009941
6,0.0005041192536034547
7,0.0004483051068750053
8,0.0004032177796846587
9,0.00035726946802789445
10,0.00033161561157753623
11,0.00030713160447485487
12,0.0002908760386050966
13,0.00026935001944120886
14,0.0002572866939157829
15,0.00024756867798247185
16,0.0002385760447128986
17,0.00022976014011849403
18,0.00021780314836264986
19,0.00020907559929946598
20,0.00019778767930450218
21,0.00019048217106487687
22,0.0001877788241082008
23,0.00018027704858858932
24,0.00017372396831648567
25,0.00016441013132198931
26,0.00015751109285094914
27,0.00015303113875579362
28,0.00014812521658444508
29,0.00014069411729613124
30,0.00013497493430942515
31,0.00013022816737772203
32,0.00012414379382516208
33,0.00011960813589168449
34,0.00011785212649300404
35,0.00011191825078947115
36,0.00010421753500387917
37,0.0001041208992109063
38,9.781395763016141e-05
39,9.421284149602465e-05
40,9.114797228359104e-05
41,8.76769637305505e-05
42,8.33645694431072e-05
43,7.949736844425671e-05
44,7.798947074237821e-05
45,7.524136981569756e-05
46,7.038455752464317e-05
47,7.075153818499927e-05
48,6.857584817953858e-05
49,6.737141851790603e-05
50,6.674523693799394e-05
