Epoch,Loss
1,0.012474484283441476
2,0.003852606003593867
3,0.0037532365958022466
4,0.003518338116467189
5,0.002277631447561512
6,0.0011024095694931923
7,0.0007462161252049694
8,0.0005764482962931536
9,0.000502535644369971
10,0.00042283746469869713
11,0.00035817383890111404
12,0.0003309285537536986
13,0.00030705357596254464
14,0.0003176803543428137
15,0.00026889663162955624
16,0.0002531933333690628
17,0.0002452979667170068
18,0.00022786929977280652
19,0.00023647923868558827
20,0.000218127527538165
21,0.0002080625838675732
22,0.00020118509268182016
23,0.00021571520325552767
24,0.00020354125301344736
25,0.0001842968455893225
26,0.00017230686089127756
27,0.00016588164063557616
28,0.00015480549030775609
29,0.00016223335661628776
30,0.00015617616861690855
31,0.00013649184942678518
32,0.0001412447175188257
33,0.00014312805956975515
34,0.0001266226645616168
35,0.00013452070695867132
36,0.00012430912595550725
37,0.00012170763465332663
38,0.00011444422593421843
39,0.00011264873778107902
40,0.00010230057152836423
41,0.00010183773206133146
42,9.83134183104322e-05
43,9.330101565170178e-05
44,9.157544259237019e-05
45,9.030259813009286e-05
46,8.747307873337684e-05
47,8.512192903398714e-05
48,8.678899484369192e-05
49,8.464057716725625e-05
50,8.172691681245817e-05
