Epoch,Loss
1,0.009654122781495203
2,0.0034173214999485522
3,0.0014294546846068369
4,0.0010019700830649887
5,0.0008302917655932464
6,0.0006957669635517262
7,0.0006062381419307055
8,0.000517577064365325
9,0.00046949684450879885
10,0.000408045486069023
11,0.00037561170213601077
12,0.00034018301492804635
13,0.0003086651317256771
14,0.0002949022245167154
15,0.13592508562081856
16,0.005564689718130695
17,0.00553902667363449
18,0.0055999176079315075
19,0.0028909733879151946
20,0.0009380778439143407
21,0.000570161408202038
22,0.0004369793241651032
23,0.00036493023294702773
24,0.006394447002783705
25,0.0053493087410616605
26,0.001984859587827247
27,0.000642604693629674
28,0.0004616365558459448
29,0.000379372230006886
30,0.00033118128314399013
31,0.00029700358165469826
32,0.0002676806555252271
33,0.0002472895103844708
34,0.00023698578150331177
35,0.00022225892001090903
36,0.00020480104279257282
37,0.00019644802375204363
38,0.00018496581626881671
39,0.00017449516859416176
40,0.00016715336893827234
41,0.00015893612304321815
42,0.0001525332192570768
43,0.00014450750726334314
44,0.00014022857733659194
45,0.0001347702379709585
46,0.0001292528430681391
47,0.00012682762068292
48,0.00012450780235868575
49,0.00012255121173184333
50,0.00012159864234768806
